Date,Product Name,Category,Units Sold,Price,Discount,Location,Platform
2021-03-01,Iron Supplement,Mineral,935,21.49,0.05,UK,Walmart
2021-03-01,Electrolyte Powder,Hydration,1865,12.62,0.06,Canada,Walmart
2021-03-08,Whey Protein,Protein,499,30.8,0.24,UK,Amazon
2021-03-08,Vitamin C,Vitamin,1347,18.64,0.09,USA,Amazon
2021-03-08,Fish Oil,Omega,40,56.72,0.01,UK,iHerb
2021-03-08,Multivitamin,Vitamin,1510,11.98,0.1,UK,Walmart
2021-03-08,Pre-Workout,Performance,467,26.03,0.02,USA,iHerb
2021-03-08,BCAA,Amino Acid,206,48.32,0.12,UK,Amazon
2021-03-08,Creatine,Performance,75,43.65,0.01,UK,Walmart
2021-03-08,Zinc,Mineral,2066,21.43,0.22,UK,iHerb
2021-03-08,Collagen Peptides,Protein,237,32.34,0.0,USA,Amazon
2021-03-08,Magnesium,Mineral,157,43.87,0.18,UK,Amazon
2021-03-08,Ashwagandha,Herbal,89,57.69,0.16,UK,iHerb
2021-03-08,Melatonin,Sleep Aid,865,28.11,0.17,USA,iHerb
2021-03-08,Biotin,Vitamin,2408,13.03,0.1,USA,iHerb
2021-03-08,Green Tea Extract,Fat Burner,243,51.4,0.19,UK,Amazon
2021-03-08,Iron Supplement,Mineral,171,56.74,0.21,USA,iHerb
2021-03-08,Electrolyte Powder,Hydration,360,33.54,0.04,Canada,iHerb
2021-03-15,Whey Protein,Protein,392,22.0,0.02,USA,Amazon
2021-03-15,Vitamin C,Vitamin,80,55.58,0.09,UK,Walmart
2021-03-15,Fish Oil,Omega,190,51.56,0.19,Canada,iHerb
2021-03-15,Multivitamin,Vitamin,1630,10.01,0.06,USA,iHerb
2021-03-15,Pre-Workout,Performance,639,23.98,0.05,Canada,Walmart
2021-03-15,BCAA,Amino Acid,2338,13.93,0.09,UK,iHerb
2021-03-15,Creatine,Performance,79,57.98,0.2,USA,Amazon
2021-03-15,Zinc,Mineral,78,59.22,0.1,Canada,iHerb
2021-03-15,Collagen Peptides,Protein,261,39.29,0.15,UK,Walmart
2021-03-15,Magnesium,Mineral,249,32.43,0.13,Canada,Amazon
2021-03-15,Ashwagandha,Herbal,122,42.3,0.04,UK,Amazon
2021-03-15,Melatonin,Sleep Aid,2212,11.02,0.05,Canada,Amazon
2021-03-15,Biotin,Vitamin,106,56.49,0.12,USA,iHerb
2021-03-15,Green Tea Extract,Fat Burner,1459,22.35,0.22,UK,Walmart
2021-03-15,Iron Supplement,Mineral,312,43.85,0.19,UK,Amazon
2021-03-15,Electrolyte Powder,Hydration,271,34.88,0.04,Canada,iHerb
2021-03-22,Whey Protein,Protein,89,41.16,0.02,UK,Walmart
2021-03-22,Vitamin C,Vitamin,295,41.87,0.14,USA,Walmart
2021-03-22,Fish Oil,Omega,527,31.64,0.12,UK,Amazon
2021-03-22,Multivitamin,Vitamin,1051,14.29,0.02,UK,Walmart
2021-03-22,Pre-Workout,Performance,730,27.84,0.15,UK,Amazon
2021-03-22,BCAA,Amino Acid,70,54.49,0.0,UK,Walmart
2021-03-22,Creatine,Performance,1067,11.41,0.06,Canada,Walmart
2021-03-22,Zinc,Mineral,110,55.91,0.1,Canada,Amazon
2021-03-22,Collagen Peptides,Protein,43,50.22,0.02,USA,Amazon
2021-03-22,Magnesium,Mineral,723,16.12,0.13,UK,Walmart
2021-03-22,Ashwagandha,Herbal,1088,13.52,0.07,UK,iHerb
2021-03-22,Melatonin,Sleep Aid,611,33.04,0.17,Canada,iHerb
2021-03-22,Biotin,Vitamin,176,53.34,0.16,UK,Walmart
2021-03-22,Green Tea Extract,Fat Burner,2552,16.63,0.19,Canada,Amazon
2021-03-22,Iron Supplement,Mineral,143,47.69,0.05,UK,iHerb
2021-03-22,Electrolyte Powder,Hydration,2453,15.2,0.24,USA,Amazon
2021-03-29,Whey Protein,Protein,201,35.92,0.12,Canada,Amazon
2021-03-29,Vitamin C,Vitamin,751,30.55,0.16,Canada,Walmart
2021-03-29,Fish Oil,Omega,108,52.99,0.11,USA,Amazon
2021-03-29,Multivitamin,Vitamin,66,54.34,0.09,UK,Walmart
2021-03-29,Pre-Workout,Performance,115,59.58,0.19,UK,Walmart
2021-03-29,BCAA,Amino Acid,999,30.48,0.2,UK,iHerb
2021-03-29,Creatine,Performance,154,39.63,0.09,USA,iHerb
2021-03-29,Zinc,Mineral,595,34.32,0.13,UK,Amazon
2021-03-29,Collagen Peptides,Protein,1158,16.55,0.19,Canada,Walmart
2021-03-29,Magnesium,Mineral,788,16.78,0.13,USA,iHerb
2021-03-29,Ashwagandha,Herbal,841,22.64,0.1,Canada,Walmart
2021-03-29,Melatonin,Sleep Aid,1184,18.54,0.07,UK,iHerb
2021-03-29,Biotin,Vitamin,492,38.29,0.18,UK,iHerb
2021-03-29,Green Tea Extract,Fat Burner,1353,25.11,0.22,USA,iHerb
2021-03-29,Iron Supplement,Mineral,85,57.37,0.11,UK,iHerb
2021-03-29,Electrolyte Powder,Hydration,325,37.19,0.08,USA,Amazon
2021-04-05,Whey Protein,Protein,110,43.1,0.11,UK,Amazon
2021-04-05,Vitamin C,Vitamin,330,36.6,0.07,Canada,iHerb
2021-04-05,Fish Oil,Omega,1565,18.15,0.2,UK,Amazon
2021-04-05,Multivitamin,Vitamin,57,55.2,0.08,Canada,Amazon
2021-04-05,Pre-Workout,Performance,168,46.02,0.11,UK,Amazon
2021-04-05,BCAA,Amino Acid,4869,10.02,0.2,Canada,Walmart
2021-04-05,Creatine,Performance,182,34.24,0.09,Canada,Walmart
2021-04-05,Zinc,Mineral,2936,14.73,0.19,USA,iHerb
2021-04-05,Collagen Peptides,Protein,1156,17.02,0.16,Canada,iHerb
2021-04-05,Magnesium,Mineral,648,24.18,0.24,UK,iHerb
2021-04-05,Ashwagandha,Herbal,1425,15.31,0.12,Canada,Amazon
2021-04-05,Melatonin,Sleep Aid,174,41.97,0.03,Canada,iHerb
2021-04-05,Biotin,Vitamin,3301,12.03,0.23,UK,Amazon
2021-04-05,Green Tea Extract,Fat Burner,4129,11.56,0.24,UK,Amazon
2021-04-05,Iron Supplement,Mineral,2799,13.32,0.25,Canada,iHerb
2021-04-05,Electrolyte Powder,Hydration,68,57.45,0.06,Canada,Amazon
2021-04-12,Whey Protein,Protein,791,13.4,0.05,USA,iHerb
2021-04-12,Vitamin C,Vitamin,243,38.67,0.05,USA,iHerb
2021-04-12,Fish Oil,Omega,509,27.62,0.06,Canada,iHerb
2021-04-12,Multivitamin,Vitamin,483,36.68,0.24,UK,Amazon
2021-04-12,Pre-Workout,Performance,331,35.63,0.07,Canada,Walmart
2021-04-12,BCAA,Amino Acid,91,57.03,0.08,UK,Walmart
2021-04-12,Creatine,Performance,881,18.42,0.19,Canada,iHerb
2021-04-12,Zinc,Mineral,170,53.77,0.18,USA,iHerb
2021-04-12,Collagen Peptides,Protein,261,34.01,0.09,Canada,Amazon
2021-04-12,Magnesium,Mineral,53,55.05,0.17,USA,iHerb
2021-04-12,Ashwagandha,Herbal,892,16.05,0.02,UK,Walmart
2021-04-12,Melatonin,Sleep Aid,1809,14.46,0.11,Canada,Walmart
2021-04-12,Biotin,Vitamin,3279,14.74,0.24,Canada,Walmart
2021-04-12,Green Tea Extract,Fat Burner,4280,11.23,0.2,Canada,Walmart
2021-04-12,Iron Supplement,Mineral,1895,18.12,0.22,UK,Walmart
2021-04-12,Electrolyte Powder,Hydration,279,44.53,0.14,USA,Amazon
2021-04-19,Whey Protein,Protein,228,43.48,0.24,Canada,Walmart
2021-04-19,Vitamin C,Vitamin,404,32.33,0.06,USA,Amazon
2021-04-19,Fish Oil,Omega,679,25.24,0.05,USA,iHerb
2021-04-19,Multivitamin,Vitamin,141,44.5,0.1,USA,Walmart
2021-04-19,Pre-Workout,Performance,1383,15.03,0.08,Canada,Amazon
2021-04-19,BCAA,Amino Acid,450,33.01,0.05,UK,Walmart
2021-04-19,Creatine,Performance,303,23.98,0.03,USA,iHerb
2021-04-19,Zinc,Mineral,209,42.24,0.08,UK,iHerb
2021-04-19,Collagen Peptides,Protein,111,42.54,0.03,USA,Walmart
2021-04-19,Magnesium,Mineral,206,40.2,0.22,UK,Amazon
2021-04-19,Ashwagandha,Herbal,702,21.26,0.06,UK,Walmart
2021-04-19,Melatonin,Sleep Aid,602,28.41,0.09,Canada,iHerb
2021-04-19,Biotin,Vitamin,298,40.71,0.08,USA,iHerb
2021-04-19,Green Tea Extract,Fat Burner,655,34.86,0.17,Canada,Walmart
2021-04-19,Iron Supplement,Mineral,518,27.15,0.03,UK,Amazon
2021-04-19,Electrolyte Powder,Hydration,243,43.93,0.11,UK,Walmart
2021-04-26,Whey Protein,Protein,954,15.47,0.1,USA,Amazon
2021-04-26,Vitamin C,Vitamin,1513,13.92,0.02,Canada,iHerb
2021-04-26,Fish Oil,Omega,595,37.14,0.21,Canada,Walmart
2021-04-26,Multivitamin,Vitamin,62,57.32,0.1,UK,iHerb
2021-04-26,Pre-Workout,Performance,263,51.85,0.25,UK,Amazon
2021-04-26,BCAA,Amino Acid,141,51.03,0.07,USA,Walmart
2021-04-26,Creatine,Performance,389,28.47,0.13,Canada,Walmart
2021-04-26,Zinc,Mineral,407,40.63,0.15,Canada,Amazon
2021-04-26,Collagen Peptides,Protein,829,14.23,0.03,UK,Amazon
2021-04-26,Magnesium,Mineral,150,45.06,0.2,Canada,iHerb
2021-04-26,Ashwagandha,Herbal,632,19.59,0.02,UK,Walmart
2021-04-26,Melatonin,Sleep Aid,348,45.2,0.24,UK,Amazon
2021-04-26,Biotin,Vitamin,338,41.53,0.11,Canada,Walmart
2021-04-26,Green Tea Extract,Fat Burner,258,50.53,0.18,Canada,Walmart
2021-04-26,Iron Supplement,Mineral,792,35.02,0.22,UK,Walmart
2021-04-26,Electrolyte Powder,Hydration,88,47.32,0.0,UK,iHerb
2021-05-03,Whey Protein,Protein,64,55.83,0.18,UK,Amazon
2021-05-03,Vitamin C,Vitamin,1645,16.01,0.13,UK,Amazon
2021-05-03,Fish Oil,Omega,244,36.09,0.02,USA,Walmart
2021-05-03,Multivitamin,Vitamin,43,54.74,0.03,Canada,Amazon
2021-05-03,Pre-Workout,Performance,51,59.87,0.07,USA,Walmart
2021-05-03,BCAA,Amino Acid,99,55.2,0.08,UK,iHerb
2021-05-03,Creatine,Performance,309,26.82,0.05,Canada,Walmart
2021-05-03,Zinc,Mineral,447,32.42,0.08,USA,iHerb
2021-05-03,Collagen Peptides,Protein,1119,17.86,0.17,UK,Amazon
2021-05-03,Magnesium,Mineral,359,32.02,0.23,USA,Walmart
2021-05-03,Ashwagandha,Herbal,924,26.28,0.25,UK,Walmart
2021-05-03,Melatonin,Sleep Aid,151,41.17,0.01,Canada,Amazon
2021-05-03,Biotin,Vitamin,485,31.91,0.07,USA,Amazon
2021-05-03,Green Tea Extract,Fat Burner,1230,20.01,0.08,UK,Amazon
2021-05-03,Iron Supplement,Mineral,2888,13.66,0.2,USA,Amazon
2021-05-03,Electrolyte Powder,Hydration,228,43.47,0.12,USA,Walmart
2021-05-10,Whey Protein,Protein,284,27.88,0.07,USA,Walmart
2021-05-10,Vitamin C,Vitamin,755,27.12,0.19,USA,iHerb
2021-05-10,Fish Oil,Omega,383,35.88,0.14,UK,Amazon
2021-05-10,Multivitamin,Vitamin,1808,12.67,0.23,USA,iHerb
2021-05-10,Pre-Workout,Performance,1703,14.68,0.19,UK,Walmart
2021-05-10,BCAA,Amino Acid,102,51.89,0.02,USA,iHerb
2021-05-10,Creatine,Performance,62,56.8,0.17,UK,Amazon
2021-05-10,Zinc,Mineral,1853,23.86,0.25,Canada,Amazon
2021-05-10,Collagen Peptides,Protein,985,12.46,0.01,Canada,Walmart
2021-05-10,Magnesium,Mineral,29,52.04,0.01,Canada,Amazon
2021-05-10,Ashwagandha,Herbal,2034,13.62,0.24,UK,iHerb
2021-05-10,Melatonin,Sleep Aid,84,59.28,0.14,Canada,iHerb
2021-05-10,Biotin,Vitamin,2282,14.81,0.11,USA,Walmart
2021-05-10,Green Tea Extract,Fat Burner,918,17.06,0.0,Canada,iHerb
2021-05-10,Iron Supplement,Mineral,53,55.73,0.05,Canada,Walmart
2021-05-10,Electrolyte Powder,Hydration,1517,18.2,0.18,UK,Amazon
2021-05-17,Whey Protein,Protein,829,18.56,0.19,UK,Walmart
2021-05-17,Vitamin C,Vitamin,142,44.41,0.03,Canada,Walmart
2021-05-17,Fish Oil,Omega,1359,23.1,0.22,UK,Walmart
2021-05-17,Multivitamin,Vitamin,1116,14.39,0.1,UK,Amazon
2021-05-17,Pre-Workout,Performance,756,24.13,0.09,UK,iHerb
2021-05-17,BCAA,Amino Acid,201,45.44,0.06,Canada,Walmart
2021-05-17,Creatine,Performance,509,27.05,0.2,Canada,iHerb
2021-05-17,Zinc,Mineral,3456,11.54,0.22,UK,iHerb
2021-05-17,Collagen Peptides,Protein,714,27.1,0.23,UK,Walmart
2021-05-17,Magnesium,Mineral,442,20.97,0.11,UK,Walmart
2021-05-17,Ashwagandha,Herbal,46,56.84,0.04,USA,Walmart
2021-05-17,Melatonin,Sleep Aid,2192,16.15,0.25,UK,iHerb
2021-05-17,Biotin,Vitamin,350,45.97,0.21,Canada,Walmart
2021-05-17,Green Tea Extract,Fat Burner,549,31.58,0.06,USA,Amazon
2021-05-17,Iron Supplement,Mineral,87,55.3,0.14,USA,Amazon
2021-05-17,Electrolyte Powder,Hydration,147,46.38,0.11,Canada,iHerb
2021-05-24,Whey Protein,Protein,91,38.03,0.02,UK,Walmart
2021-05-24,Vitamin C,Vitamin,64,53.83,0.04,USA,Amazon
2021-05-24,Fish Oil,Omega,849,29.15,0.22,Canada,iHerb
2021-05-24,Multivitamin,Vitamin,394,33.23,0.21,UK,Amazon
2021-05-24,Pre-Workout,Performance,833,15.92,0.0,Canada,Walmart
2021-05-24,BCAA,Amino Acid,961,24.79,0.12,USA,Amazon
2021-05-24,Creatine,Performance,754,16.82,0.05,USA,Walmart
2021-05-24,Zinc,Mineral,287,41.36,0.08,USA,iHerb
2021-05-24,Collagen Peptides,Protein,255,27.89,0.0,USA,Amazon
2021-05-24,Magnesium,Mineral,175,37.18,0.16,Canada,Walmart
2021-05-24,Ashwagandha,Herbal,1335,12.7,0.11,UK,iHerb
2021-05-24,Melatonin,Sleep Aid,68,51.13,0.05,Canada,iHerb
2021-05-24,Biotin,Vitamin,1621,17.52,0.13,UK,iHerb
2021-05-24,Green Tea Extract,Fat Burner,177,52.44,0.18,USA,iHerb
2021-05-24,Iron Supplement,Mineral,238,38.85,0.06,Canada,Amazon
2021-05-24,Electrolyte Powder,Hydration,33,59.6,0.03,UK,iHerb
2021-05-31,Whey Protein,Protein,43,54.03,0.1,UK,iHerb
2021-05-31,Vitamin C,Vitamin,1172,22.24,0.17,Canada,iHerb
2021-05-31,Fish Oil,Omega,319,42.39,0.18,USA,Walmart
2021-05-31,Multivitamin,Vitamin,901,23.03,0.21,USA,Walmart
2021-05-31,Pre-Workout,Performance,141,51.09,0.19,USA,Amazon
2021-05-31,BCAA,Amino Acid,2118,16.09,0.13,USA,iHerb
2021-05-31,Creatine,Performance,353,28.18,0.16,USA,Amazon
2021-05-31,Zinc,Mineral,1924,17.04,0.16,UK,Walmart
2021-05-31,Collagen Peptides,Protein,28,57.51,0.02,Canada,Amazon
2021-05-31,Magnesium,Mineral,29,51.58,0.04,UK,Walmart
2021-05-31,Ashwagandha,Herbal,1126,16.45,0.12,UK,iHerb
2021-05-31,Melatonin,Sleep Aid,102,55.29,0.13,UK,Amazon
2021-05-31,Biotin,Vitamin,293,46.59,0.18,USA,Amazon
2021-05-31,Green Tea Extract,Fat Burner,1187,20.99,0.11,UK,iHerb
2021-05-31,Iron Supplement,Mineral,277,49.61,0.21,Canada,iHerb
2021-05-31,Electrolyte Powder,Hydration,580,25.74,0.03,USA,Amazon
2021-06-07,Whey Protein,Protein,26,55.42,0.03,UK,iHerb
2021-06-07,Vitamin C,Vitamin,106,56.13,0.14,UK,Walmart
2021-06-07,Fish Oil,Omega,126,44.68,0.01,UK,iHerb
2021-06-07,Multivitamin,Vitamin,1008,21.06,0.17,UK,Walmart
2021-06-07,Pre-Workout,Performance,513,32.82,0.22,Canada,Amazon
2021-06-07,BCAA,Amino Acid,473,30.53,0.06,UK,Walmart
2021-06-07,Creatine,Performance,298,36.22,0.2,USA,iHerb
2021-06-07,Zinc,Mineral,1955,15.46,0.2,UK,Amazon
2021-06-07,Collagen Peptides,Protein,576,27.32,0.24,UK,Walmart
2021-06-07,Magnesium,Mineral,74,45.25,0.11,UK,Walmart
2021-06-07,Ashwagandha,Herbal,51,53.51,0.03,USA,iHerb
2021-06-07,Melatonin,Sleep Aid,453,29.88,0.08,Canada,iHerb
2021-06-07,Biotin,Vitamin,193,41.59,0.06,Canada,Walmart
2021-06-07,Green Tea Extract,Fat Burner,314,38.53,0.11,UK,Walmart
2021-06-07,Iron Supplement,Mineral,81,51.66,0.06,UK,iHerb
2021-06-07,Electrolyte Powder,Hydration,303,34.3,0.08,UK,iHerb
2021-06-14,Whey Protein,Protein,159,44.15,0.17,USA,Amazon
2021-06-14,Vitamin C,Vitamin,180,54.21,0.22,Canada,iHerb
2021-06-14,Fish Oil,Omega,1414,14.15,0.05,Canada,iHerb
2021-06-14,Multivitamin,Vitamin,39,59.41,0.1,USA,Amazon
2021-06-14,Pre-Workout,Performance,916,19.93,0.12,UK,Walmart
2021-06-14,BCAA,Amino Acid,1333,25.26,0.24,UK,Walmart
2021-06-14,Creatine,Performance,45,46.56,0.06,Canada,iHerb
2021-06-14,Zinc,Mineral,150,41.45,0.03,USA,iHerb
2021-06-14,Collagen Peptides,Protein,1004,16.35,0.23,USA,Walmart
2021-06-14,Magnesium,Mineral,153,40.43,0.24,UK,Walmart
2021-06-14,Ashwagandha,Herbal,603,29.81,0.24,Canada,Walmart
2021-06-14,Melatonin,Sleep Aid,249,45.18,0.16,UK,Walmart
2021-06-14,Biotin,Vitamin,1260,25.19,0.23,USA,iHerb
2021-06-14,Green Tea Extract,Fat Burner,94,51.19,0.03,UK,Amazon
2021-06-14,Iron Supplement,Mineral,173,45.6,0.1,Canada,iHerb
2021-06-14,Electrolyte Powder,Hydration,371,34.05,0.09,USA,Amazon
2021-06-21,Whey Protein,Protein,157,31.81,0.05,Canada,Walmart
2021-06-21,Vitamin C,Vitamin,906,24.92,0.16,UK,Walmart
2021-06-21,Fish Oil,Omega,1463,12.02,0.02,Canada,Amazon
2021-06-21,Multivitamin,Vitamin,30,59.79,0.07,USA,Walmart
2021-06-21,Pre-Workout,Performance,79,53.67,0.1,UK,Amazon
2021-06-21,BCAA,Amino Acid,1116,25.83,0.17,UK,Walmart
2021-06-21,Creatine,Performance,494,19.56,0.1,USA,iHerb
2021-06-21,Zinc,Mineral,640,22.75,0.03,Canada,Amazon
2021-06-21,Collagen Peptides,Protein,809,18.7,0.19,Canada,Amazon
2021-06-21,Magnesium,Mineral,172,35.33,0.14,Canada,Walmart
2021-06-21,Ashwagandha,Herbal,53,53.56,0.05,UK,Amazon
2021-06-21,Melatonin,Sleep Aid,237,37.57,0.09,USA,iHerb
2021-06-21,Biotin,Vitamin,1158,20.15,0.11,USA,Amazon
2021-06-21,Green Tea Extract,Fat Burner,502,37.4,0.18,UK,iHerb
2021-06-21,Iron Supplement,Mineral,249,45.51,0.17,UK,Walmart
2021-06-21,Electrolyte Powder,Hydration,158,43.47,0.05,USA,iHerb
2021-06-28,Whey Protein,Protein,94,56.07,0.24,UK,Walmart
2021-06-28,Vitamin C,Vitamin,63,52.99,0.06,UK,Amazon
2021-06-28,Fish Oil,Omega,1418,14.28,0.05,USA,Walmart
2021-06-28,Multivitamin,Vitamin,100,44.8,0.09,UK,Walmart
2021-06-28,Pre-Workout,Performance,427,36.03,0.19,USA,Amazon
2021-06-28,BCAA,Amino Acid,2158,11.32,0.08,UK,iHerb
2021-06-28,Creatine,Performance,195,39.39,0.21,USA,Walmart
2021-06-28,Zinc,Mineral,99,44.66,0.02,Canada,iHerb
2021-06-28,Collagen Peptides,Protein,180,40.88,0.16,USA,Walmart
2021-06-28,Magnesium,Mineral,373,22.95,0.18,Canada,iHerb
2021-06-28,Ashwagandha,Herbal,845,18.93,0.08,USA,Walmart
2021-06-28,Melatonin,Sleep Aid,595,23.53,0.01,USA,Walmart
2021-06-28,Biotin,Vitamin,155,53.35,0.19,USA,Amazon
2021-06-28,Green Tea Extract,Fat Burner,148,44.81,0.05,Canada,iHerb
2021-06-28,Iron Supplement,Mineral,95,53.21,0.12,Canada,iHerb
2021-06-28,Electrolyte Powder,Hydration,570,31.59,0.2,Canada,Walmart
2021-07-05,Whey Protein,Protein,301,33.13,0.2,UK,iHerb
2021-07-05,Vitamin C,Vitamin,635,33.39,0.24,Canada,Walmart
2021-07-05,Fish Oil,Omega,521,33.39,0.16,UK,Amazon
2021-07-05,Multivitamin,Vitamin,359,25.86,0.07,USA,Amazon
2021-07-05,Pre-Workout,Performance,64,50.63,0.03,UK,Amazon
2021-07-05,BCAA,Amino Acid,164,48.18,0.11,USA,Amazon
2021-07-05,Creatine,Performance,621,17.82,0.11,Canada,iHerb
2021-07-05,Zinc,Mineral,403,29.41,0.04,UK,iHerb
2021-07-05,Collagen Peptides,Protein,145,35.75,0.04,Canada,Amazon
2021-07-05,Magnesium,Mineral,254,34.58,0.24,USA,Amazon
2021-07-05,Ashwagandha,Herbal,105,40.3,0.02,Canada,Walmart
2021-07-05,Melatonin,Sleep Aid,203,45.21,0.15,USA,Walmart
2021-07-05,Biotin,Vitamin,329,39.17,0.13,Canada,Amazon
2021-07-05,Green Tea Extract,Fat Burner,1097,22.08,0.13,USA,Walmart
2021-07-05,Iron Supplement,Mineral,671,27.51,0.11,Canada,Amazon
2021-07-05,Electrolyte Powder,Hydration,1399,17.49,0.14,USA,iHerb
2021-07-12,Whey Protein,Protein,533,16.52,0.08,Canada,iHerb
2021-07-12,Vitamin C,Vitamin,156,39.39,0.02,UK,Walmart
2021-07-12,Fish Oil,Omega,224,32.5,0.01,Canada,Amazon
2021-07-12,Multivitamin,Vitamin,741,20.34,0.16,Canada,Walmart
2021-07-12,Pre-Workout,Performance,323,38.25,0.21,USA,iHerb
2021-07-12,BCAA,Amino Acid,2187,15.75,0.17,USA,Amazon
2021-07-12,Creatine,Performance,97,42.14,0.1,UK,Walmart
2021-07-12,Zinc,Mineral,67,55.07,0.07,USA,iHerb
2021-07-12,Collagen Peptides,Protein,315,24.75,0.0,UK,Walmart
2021-07-12,Magnesium,Mineral,488,18.56,0.22,Canada,iHerb
2021-07-12,Ashwagandha,Herbal,222,42.68,0.24,Canada,Walmart
2021-07-12,Melatonin,Sleep Aid,78,48.29,0.02,UK,Walmart
2021-07-12,Biotin,Vitamin,77,50.52,0.03,USA,iHerb
2021-07-12,Green Tea Extract,Fat Burner,166,58.9,0.25,Canada,Walmart
2021-07-12,Iron Supplement,Mineral,331,31.22,0.08,Canada,iHerb
2021-07-12,Electrolyte Powder,Hydration,74,46.67,0.0,UK,Walmart
2021-07-19,Whey Protein,Protein,677,19.28,0.16,UK,Walmart
2021-07-19,Vitamin C,Vitamin,1248,22.61,0.24,UK,iHerb
2021-07-19,Fish Oil,Omega,362,32.62,0.11,Canada,Amazon
2021-07-19,Multivitamin,Vitamin,1125,11.13,0.11,USA,Walmart
2021-07-19,Pre-Workout,Performance,30,55.48,0.0,USA,iHerb
2021-07-19,BCAA,Amino Acid,424,26.19,0.03,UK,Walmart
2021-07-19,Creatine,Performance,159,39.29,0.17,UK,Amazon
2021-07-19,Zinc,Mineral,544,35.68,0.2,Canada,Walmart
2021-07-19,Collagen Peptides,Protein,22,55.73,0.02,USA,iHerb
2021-07-19,Magnesium,Mineral,41,43.98,0.02,USA,Walmart
2021-07-19,Ashwagandha,Herbal,976,18.53,0.22,Canada,Amazon
2021-07-19,Melatonin,Sleep Aid,400,37.1,0.23,Canada,iHerb
2021-07-19,Biotin,Vitamin,502,29.66,0.1,UK,iHerb
2021-07-19,Green Tea Extract,Fat Burner,1555,13.49,0.17,USA,Walmart
2021-07-19,Iron Supplement,Mineral,1014,23.5,0.19,USA,iHerb
2021-07-19,Electrolyte Powder,Hydration,572,33.52,0.22,USA,iHerb
2021-07-26,Whey Protein,Protein,22,52.37,0.0,UK,Amazon
2021-07-26,Vitamin C,Vitamin,213,37.14,0.13,Canada,iHerb
2021-07-26,Fish Oil,Omega,465,30.92,0.18,Canada,Amazon
2021-07-26,Multivitamin,Vitamin,413,30.4,0.17,USA,iHerb
2021-07-26,Pre-Workout,Performance,401,30.91,0.23,UK,Amazon
2021-07-26,BCAA,Amino Acid,163,57.52,0.24,USA,Walmart
2021-07-26,Creatine,Performance,828,11.02,0.15,USA,iHerb
2021-07-26,Zinc,Mineral,260,44.34,0.17,UK,Walmart
2021-07-26,Collagen Peptides,Protein,62,50.02,0.11,Canada,iHerb
2021-07-26,Magnesium,Mineral,150,31.25,0.07,Canada,Amazon
2021-07-26,Ashwagandha,Herbal,211,32.01,0.02,UK,Walmart
2021-07-26,Melatonin,Sleep Aid,382,30.64,0.06,UK,Walmart
2021-07-26,Biotin,Vitamin,223,36.86,0.05,UK,Walmart
2021-07-26,Green Tea Extract,Fat Burner,327,30.6,0.01,UK,Amazon
2021-07-26,Iron Supplement,Mineral,87,45.35,0.04,Canada,iHerb
2021-07-26,Electrolyte Powder,Hydration,665,20.71,0.02,UK,iHerb
2021-08-02,Whey Protein,Protein,88,36.69,0.04,Canada,iHerb
2021-08-02,Vitamin C,Vitamin,163,40.31,0.08,USA,Amazon
2021-08-02,Fish Oil,Omega,616,21.15,0.05,USA,iHerb
2021-08-02,Multivitamin,Vitamin,1020,10.6,0.13,USA,Amazon
2021-08-02,Pre-Workout,Performance,102,56.4,0.21,UK,iHerb
2021-08-02,BCAA,Amino Acid,563,35.22,0.19,UK,iHerb
2021-08-02,Creatine,Performance,41,50.3,0.07,Canada,Amazon
2021-08-02,Zinc,Mineral,92,52.26,0.13,UK,iHerb
2021-08-02,Collagen Peptides,Protein,481,25.66,0.19,Canada,iHerb
2021-08-02,Magnesium,Mineral,58,46.22,0.1,UK,iHerb
2021-08-02,Ashwagandha,Herbal,761,18.8,0.19,USA,iHerb
2021-08-02,Melatonin,Sleep Aid,43,59.1,0.1,USA,Walmart
2021-08-02,Biotin,Vitamin,243,39.97,0.1,UK,Walmart
2021-08-02,Green Tea Extract,Fat Burner,250,35.24,0.04,UK,iHerb
2021-08-02,Iron Supplement,Mineral,158,40.49,0.05,UK,Amazon
2021-08-02,Electrolyte Powder,Hydration,494,26.38,0.05,UK,Amazon
2021-08-09,Whey Protein,Protein,652,18.22,0.2,UK,Walmart
2021-08-09,Vitamin C,Vitamin,837,18.51,0.06,Canada,iHerb
2021-08-09,Fish Oil,Omega,43,57.39,0.03,Canada,iHerb
2021-08-09,Multivitamin,Vitamin,260,26.95,0.04,UK,iHerb
2021-08-09,Pre-Workout,Performance,185,38.32,0.12,Canada,Walmart
2021-08-09,BCAA,Amino Acid,355,43.41,0.22,USA,iHerb
2021-08-09,Creatine,Performance,182,31.86,0.1,Canada,Walmart
2021-08-09,Zinc,Mineral,470,33.83,0.19,USA,Walmart
2021-08-09,Collagen Peptides,Protein,305,30.74,0.19,Canada,Walmart
2021-08-09,Magnesium,Mineral,319,30.1,0.21,USA,iHerb
2021-08-09,Ashwagandha,Herbal,155,39.31,0.09,Canada,Amazon
2021-08-09,Melatonin,Sleep Aid,26,59.64,0.03,UK,Walmart
2021-08-09,Biotin,Vitamin,178,42.51,0.08,USA,iHerb
2021-08-09,Green Tea Extract,Fat Burner,596,30.54,0.18,UK,iHerb
2021-08-09,Iron Supplement,Mineral,337,35.15,0.15,Canada,iHerb
